店名,地址,網址,餐飲類型,來源清單,是否曾去過,距離住家(公里),人均消費預估(元),備註
相演無煙燒肉（中正店）,330台灣桃園市桃園區永興里中正路317號,https://www.google.com/maps/place/%E7%9B%B8%E6%BC%94%E7%84%A1%E7%85%99%E7%87%92%E8%82%89%EF%BC%88%E4%B8%AD%E6%AD%A3%E5%BA%97%EF%BC%89/data=!4m2!3m1!1s0x34681efe2f619f23:0x824c230f88e24697,其他,想去的地點,否,39.38,150,
相演無煙燒肉（大興店）,330台灣桃園市桃園區春日里大興路136號,https://www.google.com/maps/place/%E7%9B%B8%E6%BC%94%E7%84%A1%E7%85%99%E7%87%92%E8%82%89%EF%BC%88%E5%A4%A7%E8%88%88%E5%BA%97%EF%BC%89/data=!4m2!3m1!1s0x34681e4cbc4fe281:0x53da2c87e8e4d689,其他,想去的地點,否,40.57,150,
金馥記脆皮烤鴨 士林店,111台灣臺北市士林區福德里中正路395號,https://www.google.com/maps/place/%E9%87%91%E9%A6%A5%E8%A8%98%E8%84%86%E7%9A%AE%E7%83%A4%E9%B4%A8+%E5%A3%AB%E6%9E%97%E5%BA%97/data=!4m2!3m1!1s0x3442aebb93260be3:0x238f093e01c3f654,其他,想去的地點,否,63.28,150,
小小樹食 敦南店,106台灣臺北市大安區義安里敦化南路二段39-1號捷運信義安和站,https://www.google.com/maps/place/%E5%B0%8F%E5%B0%8F%E6%A8%B9%E9%A3%9F+%E6%95%A6%E5%8D%97%E5%BA%97/data=!4m2!3m1!1s0x3442ab5fd0f69779:0xa58505627d023241,其他,想去的地點,否,62.79,150,
富來小館Food Life,30264台灣新竹縣竹北市東興里嘉興路313號,https://www.google.com/maps/place/%E5%AF%8C%E4%BE%86%E5%B0%8F%E9%A4%A8Food+Life/data=!4m2!3m1!1s0x3468378ce5653b57:0x2dac57a620cc495a,其他,想去的地點,否,5.69,150,
揚新麵食館,302台灣新竹縣竹北市中興里福興東路二段150號,https://www.google.com/maps/place/%E6%8F%9A%E6%96%B0%E9%BA%B5%E9%A3%9F%E9%A4%A8/data=!4m2!3m1!1s0x346836fec4217c75:0xdeff87439fb4db7b,中式,想去的地點,否,5.55,120,
蝸居 (日式/居酒屋/串燒/食堂),300台灣新竹市北區新民里愛文街3號,https://www.google.com/maps/place/%E8%9D%B8%E5%B1%85+(%E6%97%A5%E5%BC%8F%2F%E5%B1%85%E9%85%92%E5%B1%8B%2F%E4%B8%B2%E7%87%92%2F%E9%A3%9F%E5%A0%82)/data=!4m2!3m1!1s0x34683578ee505681:0x4e13274a182c364c,日式,想去的地點,否,1.25,600,
Dambino丹比諾 手工義大利麵.披薩 竹北店,302台灣新竹縣竹北市文化里文信路189號,https://www.google.com/maps/place/Dambino%E4%B8%B9%E6%AF%94%E8%AB%BE+%E6%89%8B%E5%B7%A5%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5.%E6%8A%AB%E8%96%A9+%E7%AB%B9%E5%8C%97%E5%BA%97/data=!4m2!3m1!1s0x34683774dd9bd11f:0x8136e62f2b6dc1a1,義式,想去的地點,否,4.56,350,
美福乾式熟成牛排館 Fresh & Aged Italian steak house,114台灣臺北市內湖區湖元里民善街128號2F,https://www.google.com/maps/place/%E7%BE%8E%E7%A6%8F%E4%B9%BE%E5%BC%8F%E7%86%9F%E6%88%90%E7%89%9B%E6%8E%92%E9%A4%A8+Fresh+%26+Aged+Italian+steak+house/data=!4m2!3m1!1s0x3442ab8421b594b7:0x312994ba5ab4c6bd,美式,想去的地點,否,66.47,400,肋眼/poter house/龍蝦
十二籃 粥火鍋 逸仙店,110台灣臺北市信義區興隆里逸仙路50巷28號,https://www.google.com/maps/place/%E5%8D%81%E4%BA%8C%E7%B1%83+%E7%B2%A5%E7%81%AB%E9%8D%8B+%E9%80%B8%E4%BB%99%E5%BA%97/data=!4m2!3m1!1s0x3442abb903676b8b:0x591fa610d920ea28,中式,想去的地點,否,64.46,450,
蜂大咖啡,108台灣臺北市萬華區西門里成都路42號,https://www.google.com/maps/place/%E8%9C%82%E5%A4%A7%E5%92%96%E5%95%A1/data=!4m2!3m1!1s0x3442a909a7dcb325:0xc2acc82bf84a21c4,其他,想去的地點,否,59.33,150,蛇丸
萬聯甜不辣,108台灣萬華區西門里西寧南路70號,https://www.google.com/maps/place/%E8%90%AC%E8%81%AF%E7%94%9C%E4%B8%8D%E8%BE%A3/data=!4m2!3m1!1s0x3442a9091cbe96fd:0x7254f34721492a6d,其他,想去的地點,否,59.33,150,蛇丸
老山東牛肉麺 (萬祥號麵莊),108台灣臺北市萬華區西門里西寧南路70號B1之15室,https://www.google.com/maps/place/%E8%80%81%E5%B1%B1%E6%9D%B1%E7%89%9B%E8%82%89%E9%BA%BA+(%E8%90%AC%E7%A5%A5%E8%99%9F%E9%BA%B5%E8%8E%8A)/data=!4m2!3m1!1s0x3442a9091cbc20b1:0x1c0da73bcf8de0ee,中式,想去的地點,否,59.33,120,蛇丸
三重大頭豬腸冬粉,241台灣新北市三重區仁愛街556號（對面,https://www.google.com/maps/place/%E4%B8%89%E9%87%8D%E5%A4%A7%E9%A0%AD%E8%B1%AC%E8%85%B8%E5%86%AC%E7%B2%89/data=!4m2!3m1!1s0x3442a96940f95abd:0xa546ee4a24cb10fa,其他,想去的地點,否,59.47,150,蛇丸
（葉）蘆洲手工小籠包,247台灣新北市蘆洲區信義里信義路306號,https://www.google.com/maps/place/%EF%BC%88%E8%91%89%EF%BC%89%E8%98%86%E6%B4%B2%E6%89%8B%E5%B7%A5%E5%B0%8F%E7%B1%A0%E5%8C%85/data=!4m2!3m1!1s0x3442a8cd1ee5ffbf:0x142fed59668a76d,中式,想去的地點,否,59.1,120,蛇丸
重慶豆漿炸蛋餅,103台灣臺北市大同區保安里重慶北路三段335巷32號,https://www.google.com/maps/place/%E9%87%8D%E6%85%B6%E8%B1%86%E6%BC%BF%E7%82%B8%E8%9B%8B%E9%A4%85/data=!4m2!3m1!1s0x3442a949f1cbd53d:0x82d33c5d6552191,其他,想去的地點,否,61.69,150,菜譜炸蛋餅，蛇丸
紅茶屋,103台灣臺北市大同區保安里重慶北路三段335巷56之1號,https://www.google.com/maps/place/%E7%B4%85%E8%8C%B6%E5%B1%8B/data=!4m2!3m1!1s0x3442a949f2d167d9:0xcbda0ae540ab01ce,其他,想去的地點,否,61.73,150,古早味，蛇丸
張家滷味,300台灣新竹市北區金雅里鐵道路二段292巷2號,https://www.google.com/maps/place/%E5%BC%B5%E5%AE%B6%E6%BB%B7%E5%91%B3/data=!4m2!3m1!1s0x346835cae00e3483:0xcef65ab0515f267e,中式,想去的地點,否,1.01,120,
全珍水煎包,300台灣新竹市北區金竹里金竹路176號,https://www.google.com/maps/place/%E5%85%A8%E7%8F%8D%E6%B0%B4%E7%85%8E%E5%8C%85/data=!4m2!3m1!1s0x346835f7160e7ea1:0xafe27745843438d0,中式,想去的地點,否,0.92,120,
曾記餡餅,300台灣新竹市北區文華里光華街88號,https://www.google.com/maps/place/%E6%9B%BE%E8%A8%98%E9%A4%A1%E9%A4%85/data=!4m2!3m1!1s0x34684cc86548d917:0x538e4022dac1e590,其他,想去的地點,否,0.21,150,
祥賀芒果牛奶冰,350台灣苗栗縣竹南鎮公義里公義路2452號,https://www.google.com/maps/place/%E7%A5%A5%E8%B3%80%E8%8A%92%E6%9E%9C%E7%89%9B%E5%A5%B6%E5%86%B0/data=!4m2!3m1!1s0x34684b3096cfe8f5:0xb163143f750bc46e,其他,想去的地點,否,10.96,150,
原豆粹食 GOOD SOYFOODS,358台灣苗栗縣苑裡鎮苑南里新興路86-1號,https://www.google.com/maps/place/%E5%8E%9F%E8%B1%86%E7%B2%B9%E9%A3%9F+GOOD+SOYFOODS/data=!4m2!3m1!1s0x34690afe2427b6f9:0x38f4a95623f69a48,其他,想去的地點,否,52.82,150,豆花
太興活海鮮餐廳,356台灣苗栗縣後龍鎮海埔里131之8號,https://www.google.com/maps/place/%E5%A4%AA%E8%88%88%E6%B4%BB%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3469ae253772bc91:0x968db20042e96aef,中式,想去的地點,否,28.51,450,外帶鮮蝦三明治
灣麗手工窯烤披薩,358台灣苗栗縣苑裡鎮山柑里山柑里1鄰4之11號,https://www.google.com/maps/place/%E7%81%A3%E9%BA%97%E6%89%8B%E5%B7%A5%E7%AA%AF%E7%83%A4%E6%8A%AB%E8%96%A9/data=!4m2!3m1!1s0x34690f1b02bda81b:0x3471daa2878b0ad,義式,想去的地點,否,55.82,350,披薩
熊越岳,242台灣新北市新莊區幸福路736號一層號地下,https://www.google.com/maps/place/%E7%86%8A%E8%B6%8A%E5%B2%B3/data=!4m2!3m1!1s0x3442a9337a1cdf11:0x10c98e45c03aec63,其他,想去的地點,否,54.39,150,世軒推薦
劉媽媽涼麵,105台灣臺北市松山區復盛里市民大道五段37號,https://www.google.com/maps/place/%E5%8A%89%E5%AA%BD%E5%AA%BD%E6%B6%BC%E9%BA%B5/data=!4m2!3m1!1s0x3442abc07f95ce05:0x51e201b6a237e242,中式,想去的地點,否,64.4,120,朝聖
草地人蚵仔麵線,220台灣新北市板橋區忠翠里文化路二段182巷5弄1號,https://www.google.com/maps/place/%E8%8D%89%E5%9C%B0%E4%BA%BA%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A/data=!4m2!3m1!1s0x3442a840816891e5:0xd8cdf7100d77d89d,中式,想去的地點,否,55.43,120,世軒推薦
老龍師肉包 三民本店,505台灣彰化縣鹿港鎮龍山里三民路117號,https://www.google.com/maps/place/%E8%80%81%E9%BE%8D%E5%B8%AB%E8%82%89%E5%8C%85+%E4%B8%89%E6%B0%91%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x346946074d7b00a7:0x7f15e0df554e291e,中式,想去的地點,否,101.04,120,
阿振肉包,505台灣彰化縣鹿港鎮長興里中山路71號,https://www.google.com/maps/place/%E9%98%BF%E6%8C%AF%E8%82%89%E5%8C%85/data=!4m2!3m1!1s0x346946075c024c1f:0xbb65fc7adaa7ba8b,中式,想去的地點,否,100.89,120,
老龍師肉包 中山二店,505台灣彰化縣鹿港鎮長興里中山路31號,https://www.google.com/maps/place/%E8%80%81%E9%BE%8D%E5%B8%AB%E8%82%89%E5%8C%85+%E4%B8%AD%E5%B1%B1%E4%BA%8C%E5%BA%97/data=!4m2!3m1!1s0x346945fe0f8961c5:0xcf20d40287561990,中式,想去的地點,否,100.95,120,
巷仔內小卷米粉,202台灣基隆市中正區八斗里八斗街63-19號,https://www.google.com/maps/place/%E5%B7%B7%E4%BB%94%E5%85%A7%E5%B0%8F%E5%8D%B7%E7%B1%B3%E7%B2%89/data=!4m2!3m1!1s0x345d4fc224a0f41d:0x56cc07de47e6f63a,其他,想去的地點,否,90.56,150,
越富越南法國麵包,111台灣臺北市士林區蘭雅里德行東路45號,https://www.google.com/maps/place/%E8%B6%8A%E5%AF%8C%E8%B6%8A%E5%8D%97%E6%B3%95%E5%9C%8B%E9%BA%B5%E5%8C%85/data=!4m2!3m1!1s0x3442ae8338f5a2bd:0x1653f4c539b0afca,中式,想去的地點,否,64.45,120,保哥推薦
清寶鹹油條彰化直營店,500台灣彰化縣彰化市陽明里中正路一段47號,https://www.google.com/maps/place/%E6%B8%85%E5%AF%B6%E9%B9%B9%E6%B2%B9%E6%A2%9D%E5%BD%B0%E5%8C%96%E7%9B%B4%E7%87%9F%E5%BA%97/data=!4m2!3m1!1s0x346939c122aa6e77:0x7f3b3d22c347b196,中式,想去的地點,否,91.92,120,蚊子推薦
燒肉 琉球の牛 恩納店,"909-2 Maeganeku, Onna, Kunigami District, Okinawa 904-0414日本",https://www.google.com/maps/place/%E7%87%92%E8%82%89+%E7%90%89%E7%90%83%E3%81%AE%E7%89%9B+%E6%81%A9%E7%B4%8D%E5%BA%97/data=!4m2!3m1!1s0x34e51aca5afb013f:0xc95a3ce3a65b341e,其他,想去的地點,否,708.54,150,
El Mundo墨多（無訂位服務）不定期公休請查看IG粉專,300台灣新竹市北區士林里士林一街50號,https://www.google.com/maps/place/El+Mundo%E5%A2%A8%E5%A4%9A%EF%BC%88%E7%84%A1%E8%A8%82%E4%BD%8D%E6%9C%8D%E5%8B%99%EF%BC%89%E4%B8%8D%E5%AE%9A%E6%9C%9F%E5%85%AC%E4%BC%91%E8%AB%8B%E6%9F%A5%E7%9C%8BIG%E7%B2%89%E5%B0%88/data=!4m2!3m1!1s0x3468352c4ac640c1:0xecae2f3912596528,其他,想去的地點,否,2.02,150,
Pho. Xǔ河煦私廚越南河粉,302台灣新竹縣竹北市十興里莊敬北路112號1樓,https://www.google.com/maps/place/Pho.+X%C7%94%E6%B2%B3%E7%85%A6%E7%A7%81%E5%BB%9A%E8%B6%8A%E5%8D%97%E6%B2%B3%E7%B2%89/data=!4m2!3m1!1s0x34683700457c3755:0x5b9dd81dd737376e,其他,想去的地點,否,5.24,150,
壹吉炸豬排專門店（不定休，請參閱IG、FB),300台灣新竹市東區中正里大同路86號東門市場1105壹吉炸豬排,https://www.google.com/maps/place/%E5%A3%B9%E5%90%89%E7%82%B8%E8%B1%AC%E6%8E%92%E5%B0%88%E9%96%80%E5%BA%97%EF%BC%88%E4%B8%8D%E5%AE%9A%E4%BC%91%EF%BC%8C%E8%AB%8B%E5%8F%83%E9%96%B1IG%E3%80%81FB)/data=!4m2!3m1!1s0x3468352dda57339b:0xc5e67bbaeb0bc058,其他,想去的地點,否,1.28,150,
大溪秀梅現撈海鮮,261台灣宜蘭縣頭城鎮大溪里濱海路五段480號,https://www.google.com/maps/place/%E5%A4%A7%E6%BA%AA%E7%A7%80%E6%A2%85%E7%8F%BE%E6%92%88%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x3467e99244ecbde7:0x7bb33637aaf89076,中式,想去的地點,否,94.56,450,電車吃漢
大里海堤海鮮,261台灣宜蘭縣頭城鎮大里路78號,https://www.google.com/maps/place/%E5%A4%A7%E9%87%8C%E6%B5%B7%E5%A0%A4%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x345d5ff9859a3d7b:0xbe874fae253f7f5d,中式,想去的地點,否,97.08,450,電車吃漢
黃記魯肉飯,104台灣臺北市中山區恆安里中山北路二段183巷28號,https://www.google.com/maps/place/%E9%BB%83%E8%A8%98%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x3442a944dc7cf511:0xa66c2a3f83f5f9de,中式,想去的地點,否,61.96,120,白菜滷、蹄膀
竹東阿英鮮肉湯包（本店全年無休）,310台灣新竹縣竹東鎮榮樂里東林路67號,https://www.google.com/maps/place/%E7%AB%B9%E6%9D%B1%E9%98%BF%E8%8B%B1%E9%AE%AE%E8%82%89%E6%B9%AF%E5%8C%85%EF%BC%88%E6%9C%AC%E5%BA%97%E5%85%A8%E5%B9%B4%E7%84%A1%E4%BC%91%EF%BC%89/data=!4m2!3m1!1s0x346847e61d56c36b:0xd0967e199cd822f,中式,想去的地點,否,14.73,120,
魅麗海 中庭餐廳(德立莊店),100台灣臺北市中正區光復里秀山街4號,https://www.google.com/maps/place/%E9%AD%85%E9%BA%97%E6%B5%B7+%E4%B8%AD%E5%BA%AD%E9%A4%90%E5%BB%B3(%E5%BE%B7%E7%AB%8B%E8%8E%8A%E5%BA%97)/data=!4m2!3m1!1s0x3442a901e2f04c3f:0x7d3e8ef2ed3e4a38,其他,想去的地點,否,59.61,150,
台糖台北會館-甜心餐廳,100台灣臺北市中正區光復里中華路一段39號,https://www.google.com/maps/place/%E5%8F%B0%E7%B3%96%E5%8F%B0%E5%8C%97%E6%9C%83%E9%A4%A8-%E7%94%9C%E5%BF%83%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3442a90c117e1efd:0xf42f3022e0051bfa,其他,想去的地點,否,59.75,150,
全家福客家菜館,302台灣新竹縣竹北市北崙里光明六路118號,https://www.google.com/maps/place/%E5%85%A8%E5%AE%B6%E7%A6%8F%E5%AE%A2%E5%AE%B6%E8%8F%9C%E9%A4%A8/data=!4m2!3m1!1s0x34683692fa2741a7:0xd0144c3d80facd28,其他,想去的地點,否,3.73,150,
JE German Cuisine 德國美食,302台灣新竹縣竹北市斗崙里縣政二路9號,https://www.google.com/maps/place/JE+German+Cuisine+%E5%BE%B7%E5%9C%8B%E7%BE%8E%E9%A3%9F/data=!4m2!3m1!1s0x346837213cab3f75:0x4bbbc4e8b4035c3,其他,想去的地點,否,4.08,150,
北門口肉圓,500台灣彰化縣彰化市信義里中正路一段494號,https://www.google.com/maps/place/%E5%8C%97%E9%96%80%E5%8F%A3%E8%82%89%E5%9C%93/data=!4m2!3m1!1s0x3469389737452aa9:0xc3e8af61aaaa31a,中式,想去的地點,否,92.59,120,
阿三肉圓,500台灣彰化縣彰化市民生里三民路242號,https://www.google.com/maps/place/%E9%98%BF%E4%B8%89%E8%82%89%E5%9C%93/data=!4m2!3m1!1s0x3469389638ee0feb:0xfe4657b14b513b28,中式,想去的地點,否,92.21,120,
甲林鐵板燒,234台灣新北市永和區協和里保平路50巷8弄16號,https://www.google.com/maps/place/%E7%94%B2%E6%9E%97%E9%90%B5%E6%9D%BF%E7%87%92/data=!4m2!3m1!1s0x3442a9c2deb23c99:0x689d21ea10590909,其他,想去的地點,否,58.3,150,便宜附餐吃到飽/金針菇肉片/塔香蛤蜊
阿嬤的米粉湯,115台灣臺北市南港區聯成里東新街81號,https://www.google.com/maps/place/%E9%98%BF%E5%AC%A4%E7%9A%84%E7%B1%B3%E7%B2%89%E6%B9%AF/data=!4m2!3m1!1s0x3442ab73f9a78123:0x2f3059a28cab0ed3,中式,想去的地點,否,67.11,120,
斑馬豆花,300台灣新竹市北區光田里水田街212號,https://www.google.com/maps/place/%E6%96%91%E9%A6%AC%E8%B1%86%E8%8A%B1/data=!4m2!3m1!1s0x3468357e35546be5:0x2786704185d1f75,其他,想去的地點,否,0.46,150,
越好飯館｜越式料理｜道地越南美食｜牛肉河粉｜生春捲炸春捲｜法國麵包,300台灣新竹市北區民富街25號,https://www.google.com/maps/place/%E8%B6%8A%E5%A5%BD%E9%A3%AF%E9%A4%A8%EF%BD%9C%E8%B6%8A%E5%BC%8F%E6%96%99%E7%90%86%EF%BD%9C%E9%81%93%E5%9C%B0%E8%B6%8A%E5%8D%97%E7%BE%8E%E9%A3%9F%EF%BD%9C%E7%89%9B%E8%82%89%E6%B2%B3%E7%B2%89%EF%BD%9C%E7%94%9F%E6%98%A5%E6%8D%B2%E7%82%B8%E6%98%A5%E6%8D%B2%EF%BD%9C%E6%B3%95%E5%9C%8B%E9%BA%B5%E5%8C%85/data=!4m2!3m1!1s0x346835c758dcb5c5:0x2c320e0d983b2fd5,東南亞式,想去的地點,否,1.13,250,
臭霸王臭豆腐,401台灣臺中市東區旱溪里旱溪西路一段443號,https://www.google.com/maps/place/%E8%87%AD%E9%9C%B8%E7%8E%8B%E8%87%AD%E8%B1%86%E8%85%90/data=!4m2!3m1!1s0x34693d4624ba751d:0x255bab29ed482066,中式,想去的地點,否,79.99,120,臭豆腐茶碗蒸
咖喱狼(咖哩狼)港西店,202台灣基隆市中正區新豐里新豐街141號,https://www.google.com/maps/place/%E5%92%96%E5%96%B1%E7%8B%BC(%E5%92%96%E5%93%A9%E7%8B%BC)%E6%B8%AF%E8%A5%BF%E5%BA%97/data=!4m2!3m1!1s0x345d4fd5553fc1f9:0x1bfb7c5025dff73c,東南亞式,想去的地點,否,89.77,250,
咖喱狼(咖哩狼)新豐店,202台灣基隆市中正區新豐里新豐街141號,https://www.google.com/maps/place/%E5%92%96%E5%96%B1%E7%8B%BC(%E5%92%96%E5%93%A9%E7%8B%BC)%E6%96%B0%E8%B1%90%E5%BA%97/data=!4m2!3m1!1s0x345d4fe10fb4515d:0x867f90b9b04c5902,東南亞式,想去的地點,否,89.77,250,
淳和食 無菜單料理恕不接受當天訂位,30059台灣新竹市東區復興里鐵道路一段148號,https://www.google.com/maps/place/%E6%B7%B3%E5%92%8C%E9%A3%9F+%E7%84%A1%E8%8F%9C%E5%96%AE%E6%96%99%E7%90%86%E6%81%95%E4%B8%8D%E6%8E%A5%E5%8F%97%E7%95%B6%E5%A4%A9%E8%A8%82%E4%BD%8D/data=!4m2!3m1!1s0x346835797fea0c23:0xad7a8117e9f8f39b,日式,想去的地點,否,0.86,300,
南寮『老吃雞』鹹水雞,300台灣新竹市北區南寮里東大路三段612號,https://www.google.com/maps/place/%E5%8D%97%E5%AF%AE%E3%80%8E%E8%80%81%E5%90%83%E9%9B%9E%E3%80%8F%E9%B9%B9%E6%B0%B4%E9%9B%9E/data=!4m2!3m1!1s0x346835acfea2a043:0xada92a57f26c9c10,其他,想去的地點,否,4.29,150,
Baxter義式手工冰淇淋,310台灣新竹縣竹東鎮五豐里自強路66號,https://www.google.com/maps/place/Baxter%E7%BE%A9%E5%BC%8F%E6%89%8B%E5%B7%A5%E5%86%B0%E6%B7%87%E6%B7%8B/data=!4m2!3m1!1s0x346847fd07a10931:0x5ba8c2244337afa,義式,想去的地點,否,13.29,350,
老徐蒸餃,310台灣新竹縣竹東鎮榮樂里東林路50號,https://www.google.com/maps/place/%E8%80%81%E5%BE%90%E8%92%B8%E9%A4%83/data=!4m2!3m1!1s0x346837cfffffffff:0x7f446944664b598b,中式,想去的地點,否,14.72,120,
Sandro pizza,310台灣新竹縣竹東鎮竹東里三民街63號,https://www.google.com/maps/place/Sandro+pizza/data=!4m2!3m1!1s0x346847e455555555:0x2eba591822ce32e2,義式,想去的地點,否,14.32,350,
泰味居燒烤店,310台灣新竹縣竹東鎮榮樂里杞林路129號,https://www.google.com/maps/place/%E6%B3%B0%E5%91%B3%E5%B1%85%E7%87%92%E7%83%A4%E5%BA%97/data=!4m2!3m1!1s0x346847e33e7c9cfb:0x7f2e7f4fbfb17764,其他,想去的地點,否,14.74,150,
T.grace法式鐵板燒,310015台灣新竹縣竹東鎮榮華里自強路416號,https://www.google.com/maps/place/T.grace%E6%B3%95%E5%BC%8F%E9%90%B5%E6%9D%BF%E7%87%92/data=!4m2!3m1!1s0x3468476b822683e3:0x5d5dd7f2bf606dd,其他,想去的地點,否,13.67,150,
Fa Burger,106台灣臺北市大安區仁慈里大安路一段172號,https://www.google.com/maps/place/Fa+Burger/data=!4m2!3m1!1s0x3442abd39d167a5b:0x6b662c798df04cf0,美式,想去的地點,否,62.7,400,
猿燒さる宜蘭店,260台灣宜蘭縣宜蘭市孝廉里幸福路96號,https://www.google.com/maps/place/%E7%8C%BF%E7%87%92%E3%81%95%E3%82%8B%E5%AE%9C%E8%98%AD%E5%BA%97/data=!4m2!3m1!1s0x3467e4ea904401ed:0xbf071e5db43d212c,其他,想去的地點,否,79.08,150,
猿燒 季節料理-羅東店,265台灣宜蘭縣羅東鎮信義里復興路一段115號,https://www.google.com/maps/place/%E7%8C%BF%E7%87%92+%E5%AD%A3%E7%AF%80%E6%96%99%E7%90%86-%E7%BE%85%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x3467e67e5a474e7f:0x38dd72145d897fe2,其他,想去的地點,否,81.56,150,
梅之屋,300台灣新竹市北區長和里城北街77號,https://www.google.com/maps/place/%E6%A2%85%E4%B9%8B%E5%B1%8B/data=!4m2!3m1!1s0x346835b8bda329e1:0x4fa660681d986877,其他,想去的地點,否,1.15,150,
金園排骨萬年店,108台灣臺北市萬華區西門里西寧南路70號B1,https://www.google.com/maps/place/%E9%87%91%E5%9C%92%E6%8E%92%E9%AA%A8%E8%90%AC%E5%B9%B4%E5%BA%97/data=!4m2!3m1!1s0x3442a9092609d397:0xa8da6f98aafe0d4b,其他,想去的地點,否,59.33,150,
台北東一排骨總店,100台灣臺北市中正區光復里延平南路61號2樓,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x3442a9727e33867f:0x1d4371b37ee7bd96,其他,想去的地點,否,59.79,150,
金春發牛肉百年老店天水路總店,103台灣臺北市大同區建功里天水路20號,https://www.google.com/maps/place/%E9%87%91%E6%98%A5%E7%99%BC%E7%89%9B%E8%82%89%E7%99%BE%E5%B9%B4%E8%80%81%E5%BA%97%E5%A4%A9%E6%B0%B4%E8%B7%AF%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x3442a913394b75ad:0xe6755206e4f007a5,其他,想去的地點,否,60.43,150,
善菓堂 SHAN GUO TANG,"1樓, No. 188號莊敬南路鹿場里竹北市新竹縣台灣 302",https://www.google.com/maps/place/%E5%96%84%E8%8F%93%E5%A0%82+SHAN+GUO+TANG/data=!4m2!3m1!1s0x3442abc933f7f339:0xcf78c6ce5fe4ddb,其他,想去的地點,否,4.61,150,
光輝肉羹,111台灣臺北市士林區福佳里華榮街21號,https://www.google.com/maps/place/%E5%85%89%E8%BC%9D%E8%82%89%E7%BE%B9/data=!4m2!3m1!1s0x3442aebc92acad93:0x37344bfd8b170af9,中式,想去的地點,否,63.57,120,
士林大香腸鼻祖龍飛牌,111台灣臺北市士林區福佳里中正路288號,https://www.google.com/maps/place/%E5%A3%AB%E6%9E%97%E5%A4%A7%E9%A6%99%E8%85%B8%E9%BC%BB%E7%A5%96%E9%BE%8D%E9%A3%9B%E7%89%8C/data=!4m2!3m1!1s0x3442afcbd0056635:0xe3a36817b3eceaa3,其他,想去的地點,否,63.52,150,
玄珠 SʏᴜᴀɴDʀᴇᴡ 自烘咖啡 & 自製抹醬 Coffee Roast & Spread,111台灣臺北市士林區福林里中正路213巷58號1樓,https://www.google.com/maps/place/%E7%8E%84%E7%8F%A0+S%CA%8F%E1%B4%9C%E1%B4%80%C9%B4D%CA%80%E1%B4%87%E1%B4%A1+%E8%87%AA%E7%83%98%E5%92%96%E5%95%A1+%26+%E8%87%AA%E8%A3%BD%E6%8A%B9%E9%86%AC+Coffee+Roast+%26+Spread/data=!4m2!3m1!1s0x3442afa36a20f56b:0xc8c098224efc0007,其他,想去的地點,否,63.74,150,
以利泡泡冰-士林總店,111台灣臺北市士林區福佳里華榮街4號,https://www.google.com/maps/place/%E4%BB%A5%E5%88%A9%E6%B3%A1%E6%B3%A1%E5%86%B0-%E5%A3%AB%E6%9E%97%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x3442aeb1c01ca653:0x1bccc6cbffd72f4b,其他,想去的地點,否,63.57,150,
ㄚ川水煎包,112台灣臺北市北投區振華里裕民一路34號（對面號,https://www.google.com/maps/place/%E3%84%9A%E5%B7%9D%E6%B0%B4%E7%85%8E%E5%8C%85/data=!4m2!3m1!1s0x3442ae8c84ce22ff:0x6e76658ce1595c8b,中式,想去的地點,否,64.2,120,
洪記上海生煎包,112台灣臺北市北投區振華里石牌路二段56號,https://www.google.com/maps/place/%E6%B4%AA%E8%A8%98%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E5%8C%85/data=!4m2!3m1!1s0x3442ae8c93692865:0x31ad896e40e87b9a,中式,想去的地點,否,64.04,120,
生煎包,435台灣臺中市梧棲區大庄里中央路一段919-5號,https://www.google.com/maps/place/%E7%94%9F%E7%85%8E%E5%8C%85/data=!4m2!3m1!1s0x3442ae8c7c31e4e5:0x409699f5387a5f90,中式,想去的地點,否,76.99,120,
東門興記手工水餃港式點心,100台灣臺北市中正區文祥里金山南路一段124號,https://www.google.com/maps/place/%E6%9D%B1%E9%96%80%E8%88%88%E8%A8%98%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83%E6%B8%AF%E5%BC%8F%E9%BB%9E%E5%BF%83/data=!4m2!3m1!1s0x3442a9829e289783:0xd60c7be95f909072,中式,想去的地點,否,60.9,120,林青霞最愛的水餃
